1.33753	-0.446639
1.340167	-0.117707
1.342752	-0.099927
1.345327	-0.473929
1.347915	0.314598
1.350457	-0.204885
1.353042	0.079459
1.355622	0.284688
1.358187	-0.197028
1.360765	0.498325
1.363304	0.136245
1.365862	0.196339
1.368421	-0.083318
1.370997	-0.295577
1.373564	0.009579
1.376122	-0.554078
1.378689	0.250713
1.381244	-0.526305
1.383814	-0.128733
1.386392	0.045002
1.388966	-0.171323
1.391532	0.108541
1.39409	-0.208124
1.396672	-0.10482
1.399245	0.065676
1.401797	0.175458
1.404341	0.193376
1.406891	-0.337477
1.409475	0.291511
1.412031	-0.338442
1.414625	0.533886
1.417189	0.10289
1.41975	-1.192094
1.422325	0.527339
1.42488	-0.276419
1.427458	-0.118327
1.430029	0.265943
1.432586	-0.581919
1.435168	0.56345
1.437739	-0.040729
1.440313	0.33031
1.442871	-0.169187
1.445448	-0.283241
1.448038	0.413835
1.450595	-0.340579
1.453176	-0.110333
1.455769	-0.249335
1.458346	-0.401637
1.460915	0.056579
1.463457	-0.259741
1.466027	-0.0756
1.468624	0.00827
1.471172	0.174493
1.473739	0.252781
1.476296	-0.132179
1.478889	-0.113365
1.481449	0.145342
1.484003	-0.18869
1.486592	0.132662
1.489156	-0.409011
1.491739	0.019434
1.494281	-0.136797
1.496838	-0.33858
1.499414	0.26615
1.501974	-0.951236
1.504561	0.356843
1.507117	-0.374554
1.509712	0.225146
1.512278	0.267666
1.514831	-0.343473
1.51741	0.460146
1.519972	0.021915
1.522543	0.055477
1.525086	-0.197028
1.52767	-0.219495
1.530259	0.439403
1.532812	-0.527201
1.535388	-0.238446
1.537981	-0.092553
1.540569	-0.463041
1.543141	-0.19627
1.545714	-0.45484
1.548295	-0.180351
1.550884	0.329277
1.553448	-0.198062
1.556016	0.393712
1.558592	0.208537
1.561156	0.172219
1.563736	0.023982
1.566277	-0.190895
1.56887	0.284068
1.571429	-0.584331
1.574003	0.272559
1.576573	-0.384478
1.579158	-0.040936
1.581751	-0.103579
1.584325	-0.677918
1.586893	0.54946
1.589437	-0.351536
1.592005	0.255193
1.594558	0.093104
1.597113	-0.386269
1.599698	0.250024
1.602255	-0.321765
1.604831	0.262842
1.607374	-0.244097
1.60994	-0.443951
1.612522	0.239273
1.615071	-0.445261
1.617657	0.013645
1.620204	-0.127769
1.622776	-0.45546
1.625339	-0.359737
1.627909	-0.378413
1.630493	0.334652
1.633045	0.015092
1.635625	-0.051617
1.638189	0.404118
1.640767	-0.315838
1.643346	0.223699
1.645917	-0.092346
1.648485	-0.191998
1.651055	0.125632
1.653618	-0.33348
1.6562	-0.063884
1.658787	-0.150648
1.661334	-0.476066
1.663918	0.246578
1.666471	-0.086282
1.66904	-0.169738
1.671633	-0.013852
1.674198	-0.242788
1.676787	0.525133
1.679328	-0.159332
1.681915	0.234932
1.684485	-0.194616
1.687073	0.063678
1.689646	-0.034251
1.692219	-0.474687
1.694804	0.224457
1.697346	-0.802034
1.699934	0.380067
1.702489	-0.401706
1.705059	0.313977
1.707638	0.573305
1.710185	-0.547875
1.712761	0.572409
1.715301	-0.307775
1.71789	0.049481
1.720433	0.342577
1.722993	0.20261
1.725562	0.239962
1.728123	-0.234587
1.730689	-0.356705
1.733255	0.303364
1.735829	-0.67716
1.738407	0.311152
1.740965	0.037352
1.743516	-0.220253
1.746087	0.350365
1.748643	-0.471173
1.751232	0.429203
1.753787	-0.146238
1.756367	-0.025636
1.758953	0.443262
1.761506	-0.391162
1.764094	0.319835
1.766663	-0.384409
1.769236	0.057751
1.771804	-0.211018
1.774367	-0.314942
1.776953	-0.009372
1.779519	-0.611484
1.782089	0.173942
1.784645	-0.545808
1.787235	0.152371
1.789804	0.027566
1.792366	-0.118052
1.794952	0.637741
1.797507	-0.283999
1.800095	0.254159
1.802651	-0.094483
1.805225	-0.203093
1.807813	0.025085
1.810341	-0.395986
1.812928	-0.002136
1.815494	-0.232589
1.818082	-0.49233
1.820669	0.408253
1.823225	-0.1798
1.825813	-0.197993
1.828392	0.212396
1.830967	-0.511212
1.833534	0.639532
1.83609	-0.241823
1.83866	0.370488
1.841231	0.151269
1.843787	-0.40846
1.846364	0.208537
